asof,collected_at_utc,ticker,target_end_date,eps_estimate,currency,proxy_weight
2026-09-18,2026-09-19T13:58:30+00:00,AAPL,2027-09-30,9.58154,USD,0.1059689531214339
2026-09-18,2026-09-19T13:58:30+00:00,AMAT,2027-10-31,18.45479,USD,0.0076213531060346
2026-09-18,2026-09-19T13:58:30+00:00,AMD,2027-12-31,15.57069,USD,0.0197417946254749
2026-09-18,2026-09-19T13:58:30+00:00,AMGN,2027-12-31,24.4023,USD,0.0045038793131722
2026-09-18,2026-09-19T13:58:30+00:00,AMZN,2027-12-31,10.46864,USD,0.0591156272628693
2026-09-18,2026-09-19T13:58:30+00:00,ARM,2028-03-31,3.05476,USD,0.0063585381674923
2026-09-18,2026-09-19T13:58:30+00:00,ASML,2027-12-31,51.72248,EUR,0.0139387741983868
2026-09-18,2026-09-19T13:58:30+00:00,AVGO,2027-10-31,19.38391,USD,0.0368765295176848
2026-09-18,2026-09-19T13:58:30+00:00,COST,2027-08-31,22.66303,USD,0.0085770504668029
2026-09-18,2026-09-19T13:58:30+00:00,CRWD,2028-01-31,1.60591,USD,0.005256562014868
2026-09-18,2026-09-19T13:58:30+00:00,CSCO,2028-07-31,5.60226,USD,0.0093266724067064
2026-09-18,2026-09-19T13:58:30+00:00,GOOG,2027-12-31,14.83697,USD,0.0909895597978517
2026-09-18,2026-09-19T13:58:30+00:00,GOOGL,2027-12-31,14.86455,USD,0.0923448540142934
2026-09-18,2026-09-19T13:58:30+00:00,INTC,2027-12-31,2.06208,USD,0.0123269335315391
2026-09-18,2026-09-19T13:58:30+00:00,KLAC,2028-06-30,6.70539,USD,0.0049953436606408
2026-09-18,2026-09-19T13:58:30+00:00,LIN,2027-12-31,18.14518,USD,0.004584681918428
2026-09-18,2026-09-19T13:58:30+00:00,LRCX,2028-06-30,11.65184,USD,0.0077878702467846
2026-09-18,2026-09-19T13:58:30+00:00,META,2027-12-31,33.87112,USD,0.0366368471601347
2026-09-18,2026-09-19T13:58:30+00:00,MRVL,2028-01-31,6.76085,USD,0.0047417997235886
2026-09-18,2026-09-19T13:58:30+00:00,MSFT,2028-06-30,23.59268,USD,0.0792051682826388
2026-09-18,2026-09-19T13:58:30+00:00,MU,2027-08-31,156.52975,USD,0.0247824943987581
2026-09-18,2026-09-19T13:58:30+00:00,NFLX,2027-12-31,3.81626,USD,0.0064574351255175
2026-09-18,2026-09-19T13:58:30+00:00,NVDA,2028-01-31,15.68263,USD,0.1159406427487174
2026-09-18,2026-09-19T13:58:30+00:00,PANW,2028-07-31,2.21057,USD,0.006424582888404
2026-09-18,2026-09-19T13:58:30+00:00,PLTR,2027-12-31,2.32299,USD,0.0092213979937555
2026-09-18,2026-09-19T13:58:30+00:00,SNDK,2028-06-30,264.72162,USD,0.0056673948329376
2026-09-18,2026-09-19T13:58:30+00:00,SPCX,2027-12-31,1.86275,USD,0.0434843734893592
2026-09-18,2026-09-19T13:58:30+00:00,TSLA,2027-12-31,2.19756,USD,0.0310786672064594
2026-09-18,2026-09-19T13:58:30+00:00,TXN,2027-12-31,10.1005,USD,0.0052602401122339
2026-09-18,2026-09-19T13:58:30+00:00,WMT,2028-01-31,3.22995,USD,0.0182918020272131
2026-09-21,2026-09-22T15:04:50+00:00,AAPL,2027-09-30,9.58154,USD,0.10514926500383093
2026-09-21,2026-09-22T15:04:50+00:00,AMAT,2027-10-31,18.45479,USD,0.0077268846651133176
2026-09-21,2026-09-22T15:04:50+00:00,AMD,2027-12-31,15.57069,USD,0.02110347559642488
2026-09-21,2026-09-22T15:04:50+00:00,AMGN,2027-12-31,24.4023,USD,0.004617384533000209
2026-09-21,2026-09-22T15:04:50+00:00,AMZN,2027-12-31,10.48181,USD,0.05798801716263144
2026-09-21,2026-09-22T15:04:50+00:00,ARM,2028-03-31,3.05476,USD,0.007352472980500345
2026-09-21,2026-09-22T15:04:50+00:00,ASML,2027-12-31,51.72248,EUR,0.013915448785008144
2026-09-21,2026-09-22T15:04:50+00:00,AVGO,2027-10-31,19.38391,USD,0.03628453151661069
2026-09-21,2026-09-22T15:04:50+00:00,COST,2027-08-31,22.66303,USD,0.008389528712724737
2026-09-21,2026-09-22T15:04:50+00:00,CRWD,2028-01-31,1.60591,USD,0.0052924251339821465
2026-09-21,2026-09-22T15:04:50+00:00,CSCO,2028-07-31,5.62188,USD,0.008837856543409935
2026-09-21,2026-09-22T15:04:50+00:00,GOOG,2027-12-31,14.88187,USD,0.0909436732529338
2026-09-21,2026-09-22T15:04:50+00:00,GOOGL,2027-12-31,14.90606,USD,0.09211355553432943
2026-09-21,2026-09-22T15:04:50+00:00,INTC,2027-12-31,2.06208,USD,0.013363250029226455
2026-09-21,2026-09-22T15:04:50+00:00,KLAC,2028-06-30,6.70539,USD,0.005039761394694651
2026-09-21,2026-09-22T15:04:50+00:00,LIN,2027-12-31,18.14518,USD,0.004462770283355075
2026-09-21,2026-09-22T15:04:50+00:00,LRCX,2028-06-30,11.65184,USD,0.007945165566472399
2026-09-21,2026-09-22T15:04:50+00:00,META,2027-12-31,33.86701,USD,0.03998588139513075
2026-09-21,2026-09-22T15:04:50+00:00,MRVL,2028-01-31,6.76085,USD,0.004945936695877345
2026-09-21,2026-09-22T15:04:50+00:00,MSFT,2028-06-30,23.67588,USD,0.07740434771802447
2026-09-21,2026-09-22T15:04:50+00:00,MU,2027-08-31,158.92644,USD,0.025320115357306067
2026-09-21,2026-09-22T15:04:50+00:00,NFLX,2027-12-31,3.81426,USD,0.006262443205909012
2026-09-21,2026-09-22T15:04:50+00:00,NVDA,2028-01-31,15.68263,USD,0.11564519308679988
2026-09-21,2026-09-22T15:04:50+00:00,PANW,2028-07-31,2.21057,USD,0.00630029739598421
2026-09-21,2026-09-22T15:04:50+00:00,PLTR,2027-12-31,2.32299,USD,0.009252463863644185
2026-09-21,2026-09-22T15:04:50+00:00,SNDK,2028-06-30,263.48553,USD,0.005642619100986942
2026-09-21,2026-09-22T15:04:50+00:00,SPCX,2027-12-31,1.86275,USD,0.04248986980938666
2026-09-21,2026-09-22T15:04:50+00:00,TSLA,2027-12-31,2.19724,USD,0.031151989244098052
2026-09-21,2026-09-22T15:04:50+00:00,TXN,2027-12-31,10.1005,USD,0.005160362772414501
2026-09-21,2026-09-22T15:04:50+00:00,WMT,2028-01-31,3.22995,USD,0.01806253108746922
